ano,semestre,numero_questao,texto,principal,secundarias,pagina
2016,sem2,Questão 32,"Questão 32 O século XVIII ficou conhecido como o Século das Luzes. Não pelas inovações energéticas que facilitariam a vida
nas cidades, mas sim pela difusão de novas ideias diante das “trevas da ignorância” que eram associadas, por exemplo,
às ações adotadas pela Igreja em relação à ciência e ao poder. A chamada filosofia Iluminista trouxe pensamentos e valores
que nos influenciam até hoje, como liberdade e igualdade.
Como consequências diretas destes ideais, naquele contexto, é correto mencionar
(A) os movimentos de independência de colônias europeias na América.
(B) as grandes navegações espanholas e portuguesas para a Ásia.
(C) a escravização de povos africanos e indígenas na América.
(D) o reconhecimento do poder absoluto dos reis na Europa.
(E) a criação de estados teocráticos na Europa.
14 VESTIBULINHO 2o SEM/2016 • Etec",Momentos históricos nacionais,Nenhum,13
2016,sem2,Questão 33,"Questão 33 De acordo com o texto, assinale a alternativa correta.
(A) Energia de ligação é a energia liberada em uma reação química.
(B) A ruptura das ligações dos reagentes é um processo que libera energia.
(C) A formação das ligações químicas é um processo que absorve energia.
(D) Nas reações químicas temos somente as rupturas de ligações químicas.
(E) Durante uma reação química ocorrem processos endotérmicos e exotérmicos.",Reações químicas,Energia,14
2016,sem2,Questão 34,"Questão 34 No exemplo descrito no texto, a energia envolvida na reação descrita, ΔE, é
(A) + 1 542,2 kJ.
(B) – 1 542,2 kJ.
(C) – 246,8 kJ.
(D) – 185,0 kJ.
(E) + 185,0 kJ.
VESTIBULINHO 2o SEM/2016 • Etec 15",Energia,Nenhum,14
2016,sem2,Questão 35,"Questão 35 Para realizar suas atividades, cada pessoa necessita de uma quantidade de energia, que varia de acordo com sua idade,
estatura, estrutura óssea e atividade física, dentre outros fatores.
Essa energia é proveniente dos alimentos digeridos no tubo digestório e é, geralmente, medida em quilocalorias (kcal).
Para o cálculo da quantidade de quilocalorias de alguns alimentos, é importante saber que 1 grama de carboidrato ou de
proteína fornece cerca de 4 kcal, enquanto 1 grama de lipídio fornece cerca de 9 kcal.
A partir dessas informações, considere 100 g de um determinado produto alimentício cujo rótulo apresenta os
dados da tabela.
Informação nutrIcIonal
Porção 100 g
Carboidratos 70 g
Lipídios 9 g
Proteínas 16 g
Fibras 5 g
Assim, uma pessoa que comesse uma porção de 100 g desse produto obteria, em quilocalorias,
(A) 400.
(B) 425.
(C) 460.
(D) 730.
(E) 775.",Energia,Nenhum,15
2016,sem2,Questão 36,"Questão 36 Energia química é proveniente das ligações químicas entre átomos que são feitas para
formar algo. Sendo assim, como tudo no mundo é formado por átomos, tudo tem
energia química. Essa energia é manifestada quando acontecem ligações químicas e
também quando há rupturas dessas ligações.
Apesar de estar em todos os lugares, a energia química não se manifesta o tempo todo
e depende de quais moléculas estarão envolvidas no processo.
Quando consumimos um alimento, por exemplo, parte da sua energia é transformada
pelo nosso organismo e a outra é liberada em forma de calor.
<http://tinyurl.com/z8mraow> Acesso em: 10.02.2016. Adaptado.
De acordo com o texto, assinale a alternativa correta.
(A) A energia química é liberada constantemente, pois está em todos os lugares.
(B) A energia química se manifesta somente na ruptura das ligações químicas.
(C) Parte da energia armazenada no alimento é transformada pelo organismo.
(D) Parte da energia armazenada no alimento é absorvida na forma de calor.
(E) Apenas em alguns compostos químicos existe energia química.
16 VESTIBULINHO 2o SEM/2016 • Etec",Energia,Nenhum,15
2016,sem2,Questão 37,"Questão 37 Os artrópodes como borboletas, mariposas e aranhas possuem uma estrutura rígida, que recobre o corpo desses
animais. Essa estrutura rígida é denominada exoesqueleto e confere aos animais proteção aos órgãos internos e
suporte à musculatura.
O exoesqueleto é trocado periodicamente conforme
o animal cresce. Essa troca recebe o nome de ecdise
ou muda.
Existem, basicamente, dois fatores ambientais
que interferem na ecdise: a temperatura e a
disponibilidade de nutrientes.
A variação de temperatura altera o metabolismo do
animal, o que pode antecipar ou adiar o ciclo. Por
outro lado, como o animal necessita de uma grande
quantidade de energia para realizar a ecdise, é
preciso haver, também, uma boa disponibilidade de
nutrientes. Se a quantidade de alimento disponível é
<http://tinyurl.com/hrm33y4> Acesso em: 19.02.2016. Original colorido.
insuficiente, a ecdise é retardada, pois, dessa forma,
Figura de um inseto (à direita) e seu exoesqueleto (à esquerda) após a
o animal não consegue suprir os gastos de energia
ocorrência da muda ou ecdise.
após o processo.
Geralmente, com o envelhecimento do animal e sua maior atividade reprodutiva, a capacidade de realizar as trocas
de exoesqueleto cessa. Isso acontece porque, antes da fase adulta, o animal utiliza a energia proveniente dos
alimentos para seu crescimento, ao passo que, na idade sexual, essa energia será necessária para o amadurecimento
de órgãos e células reprodutivas.
A ecdise representa um importante valor adaptativo, uma vez que possibilita a adequação desses animais a diferentes
ambientes.
<http://tinyurl.com/hwoslf4> Acesso em: 26.02.2016. Adaptado.
Sobre o fenômeno da ecdise, é correto afirmar que
(A) depende da fase da vida em que se encontram os artrópodes, sendo muito frequente durante o período de
envelhecimento.
(B) garante a troca total do esqueleto interno, permitindo que os artrópodes se movimentem mais rapidamente.
(C) ocorre em todos os animais que apresentam esqueleto, pois facilita a adaptação aos diferentes ambientes.
(D) impede sempre o crescimento do animal, pois necessita de muita energia para que possa acontecer.
(E) necessita, entre outros fatores, de nutrientes e condições adequadas de temperatura para ocorrer.",Vida animal,Nenhum,16
2016,sem2,Questão 38,"Questão 38 Ao examinar a embalagem de determinado alimento, uma pessoa observou que o valor energético estava expresso
sob duas formas: 377 kcal (quilocalorias) e 1 583 kJ (quilojoules).
Assim sendo, é correto concluir que 1 J (um joule) vale, aproximadamente,
(A) 0,2 cal.
Lembre-se que o prefixo k é
(B) 1,2 cal.
um fator multiplicador que
(C) 4,2 cal. corresponde a 1 000 vezes a
(D) 1200,0 cal. unidade que o segue.
(E) 4200,0 cal.
VESTIBULINHO 2o SEM/2016 • Etec 17",Expressões numéricas,Nenhum,16
2016,sem2,Questão 39,"De acordo com o texto, assinale a alternativa correta.
(A) Na fusão nuclear, o núcleo atômico se divide em duas
ou mais partículas.
(B) Na fissão do urânio, temos a formação de dois novos
elementos químicos.
(C) As usinas hidrelétricas usam a fissão nuclear para a
obtenção de energia elétrica.
(D) As reações nucleares só ocorrem quando provocadas
através de técnicas específicas.
(E) O bombardeamento de átomos de urânio por um
próton leva a liberação de dois prótons. ",Reações químicas,Estrutura atômica,17
2016,sem2,Questão 41,"No ano de 1945, bombas nucleares destruíram as cidades
japonesas de Hiroshima e Nagasaki, impressionando o
mundo pelo seu poder de devastação.
Assinale a alternativa que corresponde, de forma correta
e respectivamente, à guerra em questão e ao país que
lançou as bombas.
(A) Segunda Guerra Mundial e Estados Unidos.
(B) Guerra dos Cem Anos e Inglaterra.
(C) Guerra da Síria e Irã.
(D) Guerra Fria e União Soviética.
(E) Primeira Guerra Mundial e França.",Guerras,Nenhum,17
2016,sem2,Questão 42,"Complete correta e respectivamente as lacunas da frase.
No Brasil, as usinas nucleares concentram-se na cidade
de __________________ e fornecem parte da energia
elétrica consumida no estado do ____________________.
Assinale a alternativa correta.
(A) Angra dos Reis – Rio de Janeiro
(B) Itaúba – Rio Grande do Sul
(C) Foz do Iguaçu – Paraná
(D) Balbina – Amazonas
(E) Belo Monte – Pará",Recursos minerais,Matriz energética,17
2016,sem2,Questão 40,"Ao analisarmos a representação do elemento bário, na
fissão do urânio, podemos afirmar que ele apresenta
(A) número atômico 140.
(B) número de massa 56.
(C) número de prótons 56.
(D) número de elétrons 84.
(E) número de nêutrons 140.",Estrutura atômica,Nenhum,17
2016,sem2,Questão 43,"Segundo o texto, é correto afirmar que Dom Quixote
(A) confunde os moinhos com gigantes e foge.
(B) enfrenta os gigantes imaginários ao galope de um
asno.
(C) enfrenta os gigantes imaginários com ajuda de seu
escudeiro.
(D) enfrenta sozinho o primeiro moinho, mas não é
bem-sucedido.
(E) encontra cinquenta moinhos de vento e os confunde
com gigantes.",Interpretação de texto,Nenhum,18
2016,sem2,Questão 44,"Sobre o texto, é correto afirmar que
(A) ocorre uma sequência de ações e a narração é feita
em primeira pessoa.
(B) ocorre a idealização das personagens e o narrador
omite suas opiniões sobre os eventos.
(C) estão presentes no enredo seres fantásticos e a
linguagem empregada é informal.
(D) há diálogo entre as personagens e a narração é feita
em terceira pessoa.
(E) há a descrição minuciosa das personagens e
enfatizam-se as ações da figura feminina.",Interpretação de texto,Gênero e tipologia textual,18
2016,sem2,Questão 45,"Suponha que ao atacar o moinho, Dom Quixote, empunhando sua lança
ortogonalmente ao plano das pás, tenha cravado a ponta de sua lança
no ponto P, sobre uma das pás que girava de acordo com o sentido
indicado pela figura.
P
P
P
P
P
P
(B)
(C)
(D)
(E) Considerando que no momento em que o moinho sofre o ataque, as pás
estão na posição conforme indica a figura acima, a direção e o sentido
da força exercida pela pá do moinho, sobre a ponta da lança, é melhor
indicada pelo vetor",Leis de Newton,Nenhum,19
2016,sem2,Questão 46,"Questão 46 Na letra da música “Dura na queda”, Chico Buarque cita, direta ou indiretamente, fontes de energia renováveis: solar,
ondomotriz (ondas) e maremotriz (maré).
[...] Esquinas
Mil buzinas
Imagina orquestras
Samba no chafariz
Viva a folia
A dor não presta
Felicidade, sim
O sol ensolarará a estrada dela
A lua alumiará o mar
A vida é bela
O sol, a estrada amarela
E as ondas, as ondas, as ondas, as ondas
[...]
Assinale a alternativa que contenha versos que podem ser classificados como orações.
(A) “Imagina orquestras”; “Mil buzinas”
(B) “Felicidade, sim”; “O sol, a estrada amarela”
(C) “O sol ensolarará a estrada dela”; ”Esquinas”
(D) “A lua alumiará o mar”; “Imagina orquestras”
(E) “A vida é bela”; “E as ondas, as ondas, as ondas, as ondas”
20 VESTIBULINHO 2o SEM/2016 • Etec",Interpretação de texto,Nenhum,19
2016,sem2,Questão 47,"Questão 47 Os parques eólicos marítimos apresentam vantagens em relação aos parques
eólicos terrestres, pois neles não há problema com o impacto sonoro e o desgaste
das turbinas é menor, devido a menor turbulência do vento.
Na instalação dos parques eólicos marítimos, é preciso calcular sua distância até o
continente, a fim de instalar os cabos condutores de eletricidade.
<http://tinyurl.com/jaz8hlw> Acesso em:
10.03.2016. Original colorido.
Observe o esquema que representa um parque eólico (A), uma estação elétrica (B) no continente e pontos auxiliares
C, D e E para o cálculo da distância do parque eólico até a estação elétrica no continente.
No esquema temos:
• Ponto A: parque eólico marítimo;
E
• Ponto B: estação elétrica no continente;
D
• Ponto C: ponto auxiliar (C AB);
X
• Ponto D: ponto auxiliar (D AE);
X
estação • Ponto E: ponto auxiliar;
A B elétrica • A medida do segmento C D é 150 metros;
C
• A medida do segmento B C é 100 metros;
parque eólico
• A medida do segmento B E é 200 metros;
• Os segmentos C D e B E são paralelos entre si.
Assim sendo, é correto afirmar que a distância do parque eólico marítimo até a estação elétrica no continente é, em metros,
(A) 75.
(B) 100.
(C) 300.
(D) 400.
(E) 425.",Regra de três,Nenhum,20
2016,sem2,Questão 48,"Questão 48 Algumas expressões do texto Dom Quixote são pouco utilizadas no dia a dia, mas podem ser compreendidas pelo sentido
geral, como, por exemplo, em:
“Sancho Pança acorreu em socorro, seu alquebrado jumento troteando grotescamente.”
“Vê meu fiel Sancho, diante de nós estão mais de trinta insolentes gigantes a quem penso dar combate e matar um por um.”
O significado mais adequado para cada expressão sublinhada é, respectivamente,
(A) acudiu, comprido e austero.
(B) acudiu, fraco e arrogante.
(C) gritou, ágil e arrogante.
(D) gritou, fraco e sóbrio.
(E) atacou, ágil e austero.
VESTIBULINHO 2o SEM/2016 • Etec 21",Interpretação de texto,Leitura,20
